area_type,location,size,total_sqft,bath,balcony,price,no_of_bedrooms,price_per_sqft
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1090,2,2,57,2,5229.357798
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,945,2,1,45,2,4761.904762
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1303,2,2,55.78,2,4280.890253
Plot  Area,Raja Rajeshwari Nagar,8 Bedroom,3450,7,2,225,8,6521.73913
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1419,2,2,48.1,2,3389.711064
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1700,2,2,86,3,5058.823529
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1270,2,2,62,2,4881.889764
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1250,2,2,68,2,5440
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1260,2,1,62,3,4920.634921
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1196,2,2,40.54,2,3389.632107
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1580,2,2,66.85,3,4231.012658
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1050,2,2,37,2,3523.809524
Built-up  Area,Raja Rajeshwari Nagar,3 BHK,1021,3,2,59,3,5778.648384
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1196,2,2,40.54,2,3389.632107
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1500,3,2,88,3,5866.666667
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1168,2,1,66,2,5650.684932
Built-up  Area,Raja Rajeshwari Nagar,3 BHK,1400,2,2,86,3,6142.857143
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1157,2,1,65,2,5617.977528
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1206,2,1,40.7,2,3374.792703
Built-up  Area,Raja Rajeshwari Nagar,2 BHK,1000,2,0,50,2,5000
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1485,2,2,63,3,4242.424242
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1335,2,1,56,3,4194.756554
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1571,3,3,53.12,3,3381.285805
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1255,2,2,42.54,2,3389.641434
Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,1530,3,3,64.86,3,4239.215686
Built-up  Area,Raja Rajeshwari Nagar,3 BHK,1850,3,1,98,3,5297.297297
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,2,44,2,3859.649123
Built-up  Area,Raja Rajeshwari Nagar,8 Bedroom,6000,8,3,215,8,3583.333333
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1140,2,2,39,2,3421.052632
Super built-up  Area,Raja Rajeshwari Nagar,1 BHK,510,1,1,22,1,4313.72549
Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,1187,2,2,40.14,2,3381.634372
Built-up  Area,Raja Rajeshwari Nagar,2 BHK,1141,2,1,60,2,5258.545136
Built-up  Area,Rajaji Nagar,3 BHK,1640,3,2,229,3,13963.41463
Super built-up  Area,Rajaji Nagar,3 BHK,2390,3,2,415,3,17364.01674
Super built-up  Area,Rajaji Nagar,3 BHK,2390,3,2,410,3,17154.81172
Super built-up  Area,Rajaji Nagar,3 BHK,1725,3,3,200,3,11594.2029
Super built-up  Area,Rajaji Nagar,4 BHK,3516,4,3,540,4,15358.36177
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,3,223,3,13597.56098
Super built-up  Area,Rajaji Nagar,4 BHK,3526,4,2,492,4,13953.48837
Plot  Area,Rajaji Nagar,6 Bedroom,1800,4,2,324,6,18000
Super built-up  Area,Rajaji Nagar,4 BHK,3526,4,1,558,4,15825.29779
Super built-up  Area,Rajaji Nagar,4 BHK,3539.5,2,2,424.5,4,11993.21938
Super built-up  Area,Rajaji Nagar,5 BHK,2849,5,0,300,5,10530.01053
Super built-up  Area,Rajaji Nagar,3 BHK,1800,3,3,260,3,14444.44444
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,2,241,3,14695.12195
Super built-up  Area,Rajaji Nagar,2 BHK,1370,2,1,170,2,12408.75912
Super built-up  Area,Rajaji Nagar,3 BHK,2409,3,2,360,3,14943.96015
Super built-up  Area,Rajaji Nagar,4 BHK,3436,6,3,475,4,13824.2142
Super built-up  Area,Rajaji Nagar,2 BHK,1718,3,2,288,2,16763.6787
Super built-up  Area,Rajaji Nagar,3 BHK,2386,3,2,334,3,13998.32355
Super built-up  Area,Rajaji Nagar,4 BHK,3436,6,3,500,4,14551.80442
Plot  Area,Rajaji Nagar,2 Bedroom,1200,2,0,150,2,12500
Plot  Area,Rajaji Nagar,2 Bedroom,1160,1,0,163,2,14051.72414
Built-up  Area,Rajaji Nagar,1 BHK,660,1,0,75,1,11363.63636
Built-up  Area,Rajaji Nagar,2 BHK,1440,2,2,170,2,11805.55556
Super built-up  Area,Rajaji Nagar,3 BHK,2448,3,2,400,3,16339.86928
Super built-up  Area,Rajaji Nagar,2 BHK,1440,2,2,185,2,12847.22222
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,3,230,3,14024.39024
Super built-up  Area,Rajaji Nagar,4 BHK,2648,5,0,251.5,4,9497.734139
Built-up  Area,Rajaji Nagar,4 BHK,3730,4,3,370,4,9919.571046
Super built-up  Area,Rajaji Nagar,3 BHK,1800,2,2,250,3,13888.88889
Super built-up  Area,Rajaji Nagar,4 BHK,3100,4,3,550,4,17741.93548
Super built-up  Area,Rajaji Nagar,4 BHK,3526,4,3,598,4,16959.72774
Super built-up  Area,Rajaji Nagar,2 BHK,1357,2,1,130,2,9579.955785
Built-up  Area,Rajaji Nagar,3 BHK,2300,3,3,369,3,16043.47826
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,2,220,3,13414.63415
Super built-up  Area,Rajaji Nagar,3 BHK,2500,3,3,350,3,14000
Super built-up  Area,Rajaji Nagar,3 BHK,1615,3,1,175,3,10835.91331
Super built-up  Area,Rajaji Nagar,3 BHK,1776,3,1,190,3,10698.1982
Super built-up  Area,Rajaji Nagar,3 BHK,2559,3,2,403,3,15748.33919
Super built-up  Area,Rajaji Nagar,2 BHK,1763,3,2,262,2,14861.03233
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,3,220,3,13414.63415
Super built-up  Area,Rajaji Nagar,3 BHK,1613,3,0,150,3,9299.442033
Super built-up  Area,Rajaji Nagar,3 BHK,1380,3,3,130,3,9420.289855
Plot  Area,Rajaji Nagar,5 Bedroom,2400,3,1,320,5,13333.33333
Super built-up  Area,Rajaji Nagar,3 BHK,1800,3,2,240,3,13333.33333
Super built-up  Area,Rajaji Nagar,3 BHK,2533,3,3,425,3,16778.52349
Super built-up  Area,Rajaji Nagar,2 BHK,1268,2,1,127,2,10015.77287
Super built-up  Area,Rajaji Nagar,3 BHK,2450,3,3,330,3,13469.38776
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,2,262,3,15975.60976
Plot  Area,Rajaji Nagar,2 Bedroom,1200,1,1,200,2,16666.66667
Super built-up  Area,Rajaji Nagar,3 BHK,2367,3,3,375,3,15842.83904
Plot  Area,Rajaji Nagar,4 Bedroom,2440,2,0,415,4,17008.19672
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,2,251,3,15304.87805
Super built-up  Area,Rajaji Nagar,4 BHK,2733,5,2,259,4,9476.765459
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,2,268,3,16341.46341
Super built-up  Area,Rajaji Nagar,3 BHK,2367,4,3,340,3,14364.17406
Super built-up  Area,Rajaji Nagar,3 BHK,1720,3,2,224,3,13023.25581
Super built-up  Area,Rajaji Nagar,5 BHK,3600,5,2,510,5,14166.66667
Plot  Area,Rajaji Nagar,4 Bedroom,1350,4,1,230,4,17037.03704
Super built-up  Area,Rajaji Nagar,3 BHK,1700,3,2,200,3,11764.70588
Built-up  Area,Rajaji Nagar,3 Bedroom,2300,4,1,240,3,10434.78261
Plot  Area,Rajaji Nagar,5 Bedroom,2400,5,1,408,5,17000
Super built-up  Area,Rajaji Nagar,3 BHK,2500,3,3,340,3,13600
Super built-up  Area,Rajaji Nagar,3 BHK,2390,3,1,372,3,15564.85356
Super built-up  Area,Rajaji Nagar,3 BHK,2415,3,2,399,3,16521.73913
Super built-up  Area,Rajaji Nagar,2 BHK,1718,3,2,275,2,16006.98487
Super built-up  Area,Rajaji Nagar,2 BHK,1763,3,2,240,2,13613.15939
Super built-up  Area,Rajaji Nagar,3 BHK,2367,3,2,320,3,13519.22264
Super built-up  Area,Rajaji Nagar,3 BHK,2409,3,3,395,3,16396.84516
Plot  Area,Rajaji Nagar,2 Bedroom,1314,2,0,225,2,17123.28767
Super built-up  Area,Rajaji Nagar,2 BHK,1440,2,2,165,2,11458.33333
Super built-up  Area,Rajaji Nagar,3 BHK,1640,3,3,245,3,14939.02439
Super built-up  Area,Rajiv Nagar,3 BHK,1690,3,1,125,3,7396.449704
Super built-up  Area,Rajiv Nagar,2 BHK,1263,2,1,93.32,2,7388.756928
Super built-up  Area,Rajiv Nagar,4 BHK,2340,4,1,148,4,6324.786325
Super built-up  Area,Rajiv Nagar,4 BHK,2340,5,1,129,4,5512.820513
Super built-up  Area,Rajiv Nagar,2 BHK,1330,2,1,93,2,6992.481203
Super built-up  Area,Rajiv Nagar,4 BHK,2340,5,1,129,4,5512.820513
Super built-up  Area,Rajiv Nagar,2 BHK,1309,2,1,80,2,6111.535523
Super built-up  Area,Rajiv Nagar,4 BHK,2340,4,1,145,4,6196.581197
Super built-up  Area,Rajiv Nagar,4 BHK,2330,5,1,175,4,7510.729614
Super built-up  Area,Rajiv Nagar,4 BHK,2340,5,1,160,4,6837.606838
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,48.77,2,4237.185056
Super built-up  Area,Ramagondanahalli,2 BHK,1251,2,1,47,2,3756.994404
Super built-up  Area,Ramagondanahalli,2 BHK,1235,2,1,52.04,2,4213.765182
Super built-up  Area,Ramagondanahalli,3 BHK,1610,2,2,111,3,6894.409938
Plot  Area,Ramagondanahalli,1 Bedroom,540,1,0,30,1,5555.555556
Super built-up  Area,Ramagondanahalli,3 BHK,1635,3,1,62,3,3792.04893
Super built-up  Area,Ramagondanahalli,2 BHK,1235,2,1,46.8,2,3789.473684
Super built-up  Area,Ramagondanahalli,2 BHK,1215,2,1,51.26,2,4218.930041
Super built-up  Area,Ramagondanahalli,3 BHK,2257,4,2,157,3,6956.136464
Super built-up  Area,Ramagondanahalli,2 BHK,1251,2,1,47.4,2,3788.968825
Super built-up  Area,Ramagondanahalli,3 BHK,1610,2,2,115,3,7142.857143
Built-up  Area,Ramagondanahalli,2 BHK,920,2,3,65,2,7065.217391
Super built-up  Area,Ramagondanahalli,2 BHK,1215,2,1,45.5,2,3744.855967
Built-up  Area,Ramagondanahalli,4 BHK,2800,4,3,155,4,5535.714286
Super built-up  Area,Ramagondanahalli,2 BHK,1253,2,1,52.66,2,4202.713488
Super built-up  Area,Ramagondanahalli,2 BHK,1295,2,2,95,2,7335.907336
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,50.5,2,4387.48914
Super built-up  Area,Ramagondanahalli,2 BHK,1235,2,1,49.3,2,3991.902834
Super built-up  Area,Ramagondanahalli,3 BHK,2257,3,2,159,3,7044.749668
Super built-up  Area,Ramagondanahalli,2 BHK,1295,2,2,95,2,7335.907336
Super built-up  Area,Ramagondanahalli,3 BHK,1451,3,1,60.44,3,4165.40317
Built-up  Area,Ramagondanahalli,3 BHK,1910,3,2,142,3,7434.554974
Super built-up  Area,Ramagondanahalli,2 BHK,1215,2,1,46.1,2,3794.238683
Super built-up  Area,Ramagondanahalli,3 BHK,1475,2,2,63,3,4271.186441
Super built-up  Area,Ramagondanahalli,2 BHK,1251,2,1,50,2,3996.802558
Super built-up  Area,Ramagondanahalli,3 BHK,1610,2,2,115,3,7142.857143
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,43.6,2,3788.010426
Super built-up  Area,Ramagondanahalli,3 BHK,1635,3,1,61,3,3730.88685
Super built-up  Area,Ramagondanahalli,2 BHK,1251,2,1,53,2,4236.610711
Plot  Area,Ramagondanahalli,2 Bedroom,845,2,1,45.82,2,5422.485207
Super built-up  Area,Ramagondanahalli,3 BHK,1910,3,2,150,3,7853.403141
Super built-up  Area,Ramagondanahalli,3 BHK,1738,2,3,76,3,4372.842348
Built-up  Area,Ramagondanahalli,3 BHK,2040,3,2,114,3,5588.235294
Super built-up  Area,Ramagondanahalli,3 BHK,3350,3,3,150,3,4477.61194
Super built-up  Area,Ramagondanahalli,2 BHK,1251,2,1,46,2,3677.058353
Super built-up  Area,Ramagondanahalli,3 BHK,1635,3,1,57,3,3486.238532
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,46,2,3996.524761
Super built-up  Area,Ramagondanahalli,3 BHK,1610,2,1,112,3,6956.521739
Super built-up  Area,Ramagondanahalli,3 BHK,1610,2,2,115,3,7142.857143
Plot  Area,Ramagondanahalli,3 Bedroom,1200,3,1,56.1,3,4675
Super built-up  Area,Ramagondanahalli,4 BHK,2787,5,2,220,4,7893.792609
Super built-up  Area,Ramagondanahalli,3 BHK,1475,2,2,55,3,3728.813559
Super built-up  Area,Ramagondanahalli,2 BHK,1125,2,2,75,2,6666.666667
Super built-up  Area,Ramagondanahalli,2 BHK,1151,2,2,42.5,2,3692.441355
Super built-up  Area,Ramagondanahalli,3 BHK,2257,3,2,155,3,6867.523261
Carpet  Area,Ramagondanahalli,3 BHK,1500,3,3,100,3,6666.666667
Super built-up  Area,Ramagondanahalli,3 BHK,1680,2,2,68,3,4047.619048
Super built-up  Area,Ramagondanahalli,3 BHK,1910,3,2,131,3,6858.638743
Built-up  Area,Ramamurthy Nagar,4 Bedroom,3700,4,1,225,4,6081.081081
Built-up  Area,Ramamurthy Nagar,5 Bedroom,3500,5,2,150,5,4285.714286
Built-up  Area,Ramamurthy Nagar,2 BHK,1050,2,0,37,2,3523.809524
Built-up  Area,Ramamurthy Nagar,2 BHK,1040,2,2,50,2,4807.692308
Built-up  Area,Ramamurthy Nagar,3 Bedroom,1600,3,2,75,3,4687.5
Plot  Area,Ramamurthy Nagar,2 Bedroom,1200,3,1,72,2,6000
Super built-up  Area,Ramamurthy Nagar,1 BHK,360,1,1,26,1,7222.222222
Built-up  Area,Ramamurthy Nagar,2 BHK,950,2,1,50.79,2,5346.315789
Plot  Area,Ramamurthy Nagar,3 Bedroom,1200,2,0,66,3,5500
Built-up  Area,Ramamurthy Nagar,3 BHK,1525,3,1,100,3,6557.377049
Plot  Area,Ramamurthy Nagar,2 Bedroom,1200,2,0,80,2,6666.666667
Super built-up  Area,Ramamurthy Nagar,2 BHK,1200,2,3,42,2,3500
Super built-up  Area,Ramamurthy Nagar,3 BHK,1515,3,3,65,3,4290.429043
Plot  Area,Ramamurthy Nagar,2 Bedroom,1100,2,0,68,2,6181.818182
Super built-up  Area,Ramamurthy Nagar,2 BHK,1185,2,1,45.5,2,3839.662447
Super built-up  Area,Ramamurthy Nagar,2 BHK,1170,2,2,46.8,2,4000
Super built-up  Area,Ramamurthy Nagar,2 BHK,1150,2,2,51,2,4434.782609
Super built-up  Area,Ramamurthy Nagar,2 BHK,1200,2,1,48,2,4000
Built-up  Area,Ramamurthy Nagar,3 Bedroom,3600,3,2,150,3,4166.666667
Plot  Area,Ramamurthy Nagar,2 Bedroom,600,3,2,45,2,7500
Plot  Area,Ramamurthy Nagar,2 Bedroom,1110,2,0,65,2,5855.855856
Super built-up  Area,Ramamurthy Nagar,3 BHK,1410,2,1,56.4,3,4000
Plot  Area,Ramamurthy Nagar,2 Bedroom,1200,2,1,78,2,6500
Super built-up  Area,Ramamurthy Nagar,3 BHK,1000,2,1,41,3,4100
Built-up  Area,Ramamurthy Nagar,1 Bedroom,600,1,1,43,1,7166.666667
Plot  Area,Ramamurthy Nagar,2 Bedroom,1006,2,1,57,2,5666.003976
Plot  Area,Ramamurthy Nagar,2 Bedroom,1200,2,1,76,2,6333.333333
Built-up  Area,Ramamurthy Nagar,3 BHK,1300,2,2,52,3,4000
Built-up  Area,Ramamurthy Nagar,3 Bedroom,1600,3,0,75,3,4687.5
Built-up  Area,Ramamurthy Nagar,2 BHK,700,2,1,33,2,4714.285714
Super built-up  Area,Ramamurthy Nagar,2 BHK,1125,2,1,47,2,4177.777778
Super built-up  Area,Ramamurthy Nagar,2 BHK,1000,2,1,62,2,6200
Built-up  Area,Ramamurthy Nagar,2 BHK,1334,2,1,67,2,5022.488756
Super built-up  Area,Ramamurthy Nagar,2 BHK,1200,2,1,46,2,3833.333333
Super built-up  Area,Ramamurthy Nagar,2 BHK,1200,2,1,57.9,2,4825
Super built-up  Area,Ramamurthy Nagar,3 BHK,1305,3,1,60,3,4597.701149
Built-up  Area,Ramamurthy Nagar,2 BHK,1360,2,0,45,2,3308.823529
Super built-up  Area,Ramamurthy Nagar,2 BHK,1170,2,2,44,2,3760.683761
Plot  Area,Ramamurthy Nagar,4 Bedroom,2200,4,2,130,4,5909.090909
Super built-up  Area,Ramamurthy Nagar,2 BHK,1050,2,1,51.66,2,4920
Plot  Area,Ramamurthy Nagar,4 Bedroom,2916,5,1,230,4,7887.517147
Built-up  Area,Ramamurthy Nagar,3 Bedroom,2316,3,0,125,3,5397.236615
Super built-up  Area,Ramamurthy Nagar,2 BHK,1101,2,1,50,2,4541.326067
Super built-up  Area,Ramamurthy Nagar,2 BHK,1150,2,2,40,2,3478.26087
Super built-up  Area,Ramamurthy Nagar,3 BHK,1208,2,2,43.5,3,3600.993377
Super built-up  Area,Ramamurthy Nagar,2 BHK,1050,2,2,37.8,2,3600
Super built-up  Area,Ramamurthy Nagar,2 BHK,935,2,2,39,2,4171.122995
Built-up  Area,Ramamurthy Nagar,2 Bedroom,1200,2,1,68,2,5666.666667
Built-up  Area,Ramamurthy Nagar,1 Bedroom,540,1,0,35,1,6481.481481
Built-up  Area,Ramamurthy Nagar,2 BHK,960,2,2,35,2,3645.833333
Super built-up  Area,Rayasandra,3 BHK,1314,2,2,63,3,4794.520548
Super built-up  Area,Rayasandra,2 BHK,1065,2,2,44.95,2,4220.657277
Super built-up  Area,Rayasandra,3 BHK,1708,3,2,75,3,4391.100703
Built-up  Area,Rayasandra,3 BHK,1199,2,1,48.5,3,4045.037531
Super built-up  Area,Rayasandra,3 BHK,1577,3,2,67,3,4248.57324
Super built-up  Area,Rayasandra,2 BHK,1253,2,2,57,2,4549.082203
Super built-up  Area,Rayasandra,1 BHK,583,1,1,26.9,1,4614.06518
Super built-up  Area,Rayasandra,2 BHK,1198,2,1,54,2,4507.512521
Super built-up  Area,Rayasandra,3 BHK,1555,3,2,75.17,3,4834.083601
Super built-up  Area,Rayasandra,3 BHK,1458,3,2,60,3,4115.226337
Super built-up  Area,Rayasandra,3 BHK,1179,2,1,55,3,4664.970314
Super built-up  Area,Rayasandra,3 BHK,1601,3,3,70,3,4372.267333
Super built-up  Area,Rayasandra,4 BHK,1708,3,1,76,4,4449.648712
Built-up  Area,Rayasandra,1 BHK,470,1,1,21,1,4468.085106
Built-up  Area,Rayasandra,5 BHK,3600,5,3,145,5,4027.777778
Super built-up  Area,Rayasandra,3 BHK,1357,2,2,59,3,4347.826087
Super built-up  Area,Sahakara Nagar,4 BHK,2830,3,3,195,4,6890.459364
Super built-up  Area,Sahakara Nagar,3 BHK,1500,2,2,95,3,6333.333333
Super built-up  Area,Sahakara Nagar,2 BHK,1100,2,1,56,2,5090.909091
Super built-up  Area,Sahakara Nagar,2 BHK,1219,2,2,48,2,3937.653815
Super built-up  Area,Sahakara Nagar,3 BHK,1100,2,2,75,3,6818.181818
Built-up  Area,Sahakara Nagar,3 BHK,1655,3,1,115,3,6948.640483
Built-up  Area,Sahakara Nagar,2 BHK,1150,2,1,54,2,4695.652174
Super built-up  Area,Sahakara Nagar,2 BHK,1270,2,1,69.85,2,5500
Super built-up  Area,Sahakara Nagar,2 BHK,960,2,3,56,2,5833.333333
Super built-up  Area,Sahakara Nagar,2 BHK,1048,2,3,50,2,4770.992366
Super built-up  Area,Sahakara Nagar,2 BHK,1160,2,1,55,2,4741.37931
Super built-up  Area,Sahakara Nagar,3 BHK,1200,2,2,75,3,6250
Built-up  Area,Sahakara Nagar,4 BHK,2500,4,2,200,4,8000
Super built-up  Area,Sahakara Nagar,3 BHK,1914,3,3,179,3,9352.142111
Super built-up  Area,Sahakara Nagar,3 BHK,1500,3,2,125,3,8333.333333
Built-up  Area,Sahakara Nagar,2 BHK,1100,2,1,55,2,5000
Super built-up  Area,Sahakara Nagar,3 BHK,1914,3,2,149,3,7784.743992
Super built-up  Area,Sahakara Nagar,2 BHK,1000,2,1,60,2,6000
Super built-up  Area,Sahakara Nagar,3 BHK,2200,3,2,98,3,4454.545455
Super built-up  Area,Sahakara Nagar,2 BHK,1175,2,3,49,2,4170.212766
Super built-up  Area,Sahakara Nagar,3 BHK,1370,2,2,90,3,6569.343066
Built-up  Area,Sahakara Nagar,2 BHK,1100,2,1,55,2,5000
Super built-up  Area,Sahakara Nagar,3 BHK,1100,2,2,75,3,6818.181818
Super built-up  Area,Sahakara Nagar,2 BHK,1180,2,2,72,2,6101.694915
Built-up  Area,Sahakara Nagar,2 BHK,1200,2,2,60,2,5000
Built-up  Area,Sahakara Nagar,2 BHK,1032,2,2,45,2,4360.465116
Built-up  Area,Sahakara Nagar,2 BHK,1200,2,0,46,2,3833.333333
Built-up  Area,Sahakara Nagar,2 BHK,1270,2,1,96,2,7559.055118
Built-up  Area,Sahakara Nagar,2 BHK,1201,2,3,80,2,6661.115737
Super built-up  Area,Sahakara Nagar,2 BHK,1200,2,1,54,2,4500
Super built-up  Area,Sahakara Nagar,2 BHK,1291,2,2,72.3,2,5600.309837
Built-up  Area,Sanjay nagar,2 BHK,1000,2,2,70,2,7000
Carpet  Area,Sanjay nagar,2 BHK,1100,2,2,98,2,8909.090909
Super built-up  Area,Sanjay nagar,2 BHK,1150,2,3,72.2,2,6278.26087
Built-up  Area,Sanjay nagar,3 BHK,1800,3,2,180,3,10000
Built-up  Area,Sanjay nagar,2 BHK,630,1,1,35,2,5555.555556
Built-up  Area,Sanjay nagar,5 BHK,3300,3,2,250,5,7575.757576
Super built-up  Area,Sanjay nagar,3 BHK,1900,2,2,180,3,9473.684211
Built-up  Area,Sanjay nagar,2 BHK,1575,2,2,90,2,5714.285714
Super built-up  Area,Sanjay nagar,3 BHK,1450,3,2,75,3,5172.413793
Super built-up  Area,Sanjay nagar,3 BHK,1200,2,1,76,3,6333.333333
Super built-up  Area,Sanjay nagar,2 BHK,960,2,1,55,2,5729.166667
Super built-up  Area,Sanjay nagar,2 BHK,1050,2,0,59,2,5619.047619
Built-up  Area,Sanjay nagar,2 BHK,1150,2,0,70,2,6086.956522
Super built-up  Area,Sanjay nagar,3 BHK,1500,3,1,150,3,10000
Super built-up  Area,Sanjay nagar,2 BHK,1180,2,3,80,2,6779.661017
Super built-up  Area,Sarakki Nagar,3 BHK,2121,4,3,253,3,11928.33569
Super built-up  Area,Sarakki Nagar,3 BHK,2289,3,2,260,3,11358.67191
Super built-up  Area,Sarakki Nagar,3 BHK,2500,4,2,325,3,13000
Super built-up  Area,Sarakki Nagar,3 BHK,2145,4,1,270,3,12587.41259
Plot  Area,Sarakki Nagar,3 Bedroom,1200,3,2,128,3,10666.66667
Super built-up  Area,Sarakki Nagar,3 BHK,2663,4,1,338,3,12692.45212
Built-up  Area,Sarakki Nagar,3 BHK,1840,4,1,175,3,9510.869565
Super built-up  Area,Sarakki Nagar,4 BHK,3131,4,3,349,4,11146.59853
Super built-up  Area,Sarakki Nagar,4 BHK,3126,5,3,345,4,11036.46833
Super built-up  Area,Sarakki Nagar,4 BHK,3124,6,3,349,4,11171.5749
Plot  Area,Sarjapur,3 Bedroom,2250,3,2,148,3,6577.777778
Plot  Area,Sarjapur,3 Bedroom,1600,3,1,75,3,4687.5
Super built-up  Area,Sarjapur,2 BHK,1242.5,2,0,43.49,2,3500.201207
Super built-up  Area,Sarjapur,2 BHK,913,2,1,32,2,3504.928806
Super built-up  Area,Sarjapur,2 BHK,1128,2,1,60,2,5319.148936
Super built-up  Area,Sarjapur,2 BHK,1185,2,2,47,2,3966.244726
Built-up  Area,Sarjapur,3 BHK,900,2,1,42,3,4666.666667
Super built-up  Area,Sarjapur,1 BHK,649.5,1,0,17.535,1,2699.769053
Built-up  Area,Sarjapur,2 BHK,1020,2,2,35,2,3431.372549
Built-up  Area,Sarjapur,2 BHK,1195,2,1,42,2,3514.644351
Super built-up  Area,Sarjapur,2 BHK,1240,2,1,44,2,3548.387097
Built-up  Area,Sarjapur,4 BHK,1550,2,2,65,4,4193.548387
Super built-up  Area,Sarjapur,2 BHK,950,2,2,32.5,2,3421.052632
Built-up  Area,Sarjapur,3 BHK,1285,2,2,68,3,5291.828794
Super built-up  Area,Sarjapur,3 BHK,1525,2,2,48,3,3147.540984
Super built-up  Area,Sarjapur,2 BHK,925,2,1,25,2,2702.702703
Plot  Area,Sarjapur,4 Bedroom,3190,3,1,160,4,5015.673981
Built-up  Area,Sarjapur,2 BHK,1215,2,0,40,2,3292.18107
Plot  Area,Sarjapur,4 Bedroom,2540,4,1,115,4,4527.559055
Plot  Area,Sarjapur,3 Bedroom,1200,3,2,78,3,6500
Super built-up  Area,Sarjapur,2 BHK,1000,2,2,30,2,3000
Super built-up  Area,Sarjapur,2 BHK,1157,2,1,40,2,3457.21694
Plot  Area,Sarjapur,3 Bedroom,2238,3,1,140,3,6255.585344
Super built-up  Area,Sarjapur,3 BHK,2020,3,3,85,3,4207.920792
Built-up  Area,Sarjapur,4 Bedroom,2885,3,1,185,4,6412.478336
Built-up  Area,Sarjapur,4 BHK,1917,3,0,60,4,3129.890454
Super built-up  Area,Sarjapur,2 BHK,1240,2,1,44.3,2,3572.580645
Super built-up  Area,Sarjapur,1 BHK,625,1,1,19,1,3040
Built-up  Area,Sarjapur,4 Bedroom,2585.5,4,0,139.5,4,5395.474763
Super built-up  Area,Sarjapur,2 BHK,940,2,1,25.38,2,2700
Built-up  Area,Sarjapur,4 Bedroom,2100,3,1,125,4,5952.380952
Super built-up  Area,Sarjapur,2 BHK,913,2,1,36,2,3943.044907
Super built-up  Area,Sarjapur,3 BHK,1404,2,0,53.35,3,3799.85755
Built-up  Area,Sarjapur,3 Bedroom,1830,3,1,88,3,4808.743169
Super built-up  Area,Sarjapur,3 BHK,1364,2,2,56,3,4105.571848
Super built-up  Area,Sarjapur,2 BHK,1124,2,1,30.35,2,2700.177936
Super built-up  Area,Sarjapur,2 BHK,1044,2,2,32,2,3065.1341
Super built-up  Area,Sarjapur,1 BHK,650,1,2,19.87,1,3056.923077
Super built-up  Area,Sarjapur,2 BHK,1175,2,2,42,2,3574.468085
Super built-up  Area,Sarjapur,2 BHK,1240,2,2,43.1,2,3475.806452
Super built-up  Area,Sarjapur,3 BHK,1170,2,2,35.41,3,3026.495726
Super built-up  Area,Sarjapur,2 BHK,1032,2,1,42,2,4069.767442
Super built-up  Area,Sarjapur,4 BHK,2302.5,2,2,80.59,4,3500.108578
Super built-up  Area,Sarjapur,2 BHK,1044,2,2,34,2,3256.704981
Plot  Area,Sarjapur,3 Bedroom,1200,3,2,76.13,3,6344.166667
Super built-up  Area,Sarjapur,2 BHK,1200,2,2,62,2,5166.666667
Super built-up  Area,Sarjapur,2 BHK,900,2,2,27.98,2,3108.888889
Plot  Area,Sarjapur,4 Bedroom,2970,3,3,130,4,4377.104377
Super built-up  Area,Sarjapur,2 BHK,1205,2,2,29,2,2406.639004
